10	01100001010
10	01100001010
10	01100001010
32	011000111
33	1100000100010000000000000000000000000000000000000
34	1100000100010000000000000000000000000000000000001
35	110000010001000000000000000000000000000000000001
36	11000001000100000000000000000000000000000000001
37	00000101
38	11000001000101
39	1100000100011
40	1100000100010000000000000000000000000000000001
41	110000010001000000000000000000000000000000001
42	101100
43	0110001010
44	000000
45	11000001000100000000000000000000000000000001
46	11000001001
47	1100000100010000000000000000000000000000001
48	1100000100000
49	110000010001000000000000000000000000000001
50	11000001000100000000000000000000000000001
51	1100000100010000000000000000000000000001
52	110000010001000000000000000000000000001
53	11000001000100000000000000000000000001
54	1100000100010000000000000000000000001
55	110000010001000000000000000000000001
56	0110001100
57	0110001101
58	11000001000100000000000000000000001
59	1100000100010000000000000000000001
60	110000010001000000000000000000001
61	1100000101
62	11000001000100000000000000000001
63	110000011
64	1100000000
65	0110001011
66	1100000100001
67	01100001011
68	1100000010
69	01100001000
70	0000010001110
71	011000000
72	1100000100010000000000000000001
73	0000010001111
74	11000000010
75	0110001000
76	11000000011
77	0110000010
78	00000100010
79	110000010001000000000000000001
80	01100001001
81	0000010000
82	0000011
83	11000001000100000000000000001
84	1100000100010000000000000001
85	011000011
86	110000010001000000000000001
87	0110001001
88	01100000110
89	11000001000100000000000001
90	1100000100010000000000001
91	110000010001000000000001
92	11000001000100000000001
93	1100000100010000000001
94	110000010001000000001
95	0111
96	1100001
97	101101
98	10000
99	001
100	110001
101	011010
102	11010
103	0100
104	000001000110
105	1000100
106	10111
107	110010
108	0101
109	1001
110	011011
111	01100000111
112	11011
113	0001
114	1010
115	00001
116	1000101
117	100011
118	000001001
119	110011
120	1100000011
121	11000001000100000001
122	1100000100010000001
123	110000010001000001
124	11000001000100001
125	1100000100010001
126	110000010001001
