10	01011
32	111
33	011010110001
34	011010110000000000000000000000000000000000000000000000
35	011010110000000000000000000000000000000000000000000001
36	01101011000000000000000000000000000000000000000000001
37	0110101100000000000000000000000000000000000000000001
38	011010110000000000000000000000000000000000000000001
39	01101011001
40	01101011000000000000000000000000000000000000000001
41	0110101100000000000000000000000000000000000000001
42	011010110000000000000000000000000000000000000001
43	01101011000000000000000000000000000000000000001
44	100010
45	100011110
46	1011100
47	0110101100000000000000000000000000000000000001
48	011010110000000000000000000000000000000000001
49	01101011000000000000000000000000000000000001
50	0110101100000000000000000000000000000000001
51	011010110000000000000000000000000000000001
52	01101011000000000000000000000000000000001
53	0110101100000000000000000000000000000001
54	011010110000000000000000000000000000001
55	01101011000000000000000000000000000001
56	0110101100000000000000000000000000001
57	011010110000000000000000000000000001
58	100011111
59	110101100
60	01101011000000000000000000000000001
61	0110101100000000000000000000000001
62	011010110000000000000000000000001
63	110101101
64	01101011000000000000000000000001
65	11000001
66	0110101101
67	01101000
68	110000001010
69	110000000
70	0110101100000000000000000000001
71	01010000
72	11010111110
73	11010100
74	011010110000000000000000000001
75	01101011000000000000000000001
76	011010111
77	1100000011
78	110101010
79	110101011
80	01010001
81	0110101100000000000000000001
82	1101011110
83	01101001
84	10001110
85	011010100
86	011010110000000000000000001
87	011010101
88	01101011000000000000000001
89	11010111111
90	0110101100000000000000001
91	011010110000000000000001
92	01101011000000000000001
93	0110101100000000000001
94	011010110000000000001
95	01101011000000000001
96	0110101100000000001
97	1010
98	1000110
99	110100
100	10110
101	000
102	011011
103	1011101
104	11011
105	0010
106	110000001011
107	110101110
108	01100
109	010101
110	0100
111	0111
112	1100001
113	11000000100
114	11001
115	0011
116	1001
117	10000
118	0101001
119	110001
120	011010110000000001
121	101111
122	01101011000000001
123	0110101100000001
124	011010110000001
125	01101011000001
126	0110101100001
